id,marital_status_ids:id,disability,region,date_from,maximum_marginal_rate,portion_to_be_abated,addi_port_to_be_abated_per_dep,addi_port_for_disabled_armed_forces,effe_mon_with_rate_at_the_lim_of_the_brac,table,dependent,disabilit_armed_forces,pensioner,base_salary,zero_dependents,one_dependent,two_dependents,three_dependents,four_dependents,five_or_more_dependents
income_tax_moneholder_disab_c_01_05_2023_7601,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,7601,25.7,25.6,25.5,24.3,23.9,22.7
income_tax_moneholder_disab_c_01_05_2023_8465,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,8465,26.7,26.6,26.5,25.3,25.1,23.7
income_tax_moneholder_disab_c_01_05_2023_9446,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,9446,27.6,27.5,27.4,26.3,26.1,24.9
income_tax_moneholder_disab_c_01_05_2023_10532,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,10532,29.1,29,28.9,27.7,27.5,26.4
income_tax_moneholder_disab_c_01_05_2023_11617,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,11617,30,29.9,29.8,28.7,28.5,27.3
income_tax_moneholder_disab_c_01_05_2023_13389,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,13389,31.5,31.4,31.3,30.1,29.9,28.8
income_tax_moneholder_disab_c_01_05_2023_9999999999,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,9999999999,32.4,32.3,32.2,31.1,30.9,29.7
income_tax_mtwoholders_disab_c_01_05_2023_1348,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,1348,0,0,0,0,0,0
income_tax_mtwoholders_disab_c_01_05_2023_1456,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,1456,1.2,0,0,0,0,0
income_tax_mtwoholders_disab_c_01_05_2023_1498,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,1498,3.6,2.8,0,0,0,0
income_tax_mtwoholders_disab_c_01_05_2023_1703,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,1703,4.6,3.8,1.9,0,0,0
income_tax_mtwoholders_disab_c_01_05_2023_2019,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,2019,6.6,5.8,4.1,2.3,1.5,0
income_tax_mtwoholders_disab_c_01_05_2023_2140,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,2140,8,7.4,5.5,3.8,3,2.2
income_tax_mtwoholders_disab_c_01_05_2023_2282,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,2282,9.9,8.3,7.5,5.7,4,3.2
income_tax_mtwoholders_disab_c_01_05_2023_2387,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,2387,12.3,10.7,9,7.3,6.4,5.6
income_tax_mtwoholders_disab_c_01_05_2023_2552,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,2552,14.3,12.6,10.9,9.2,7.4,6.6
income_tax_mtwoholders_disab_c_01_05_2023_2650,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,2650,15.2,13.6,12.8,11.1,9.4,8.6
income_tax_mtwoholders_disab_c_01_05_2023_2757,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,2757,16.3,14.6,13.8,12.1,10.4,9.6
income_tax_mtwoholders_disab_c_01_05_2023_3025,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,3025,17.2,15.6,14.8,13.1,11.4,10.6
income_tax_mtwoholders_disab_c_01_05_2023_3347,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,3347,18.3,17.1,16.7,15.3,14,13.6
income_tax_mtwoholders_disab_c_01_05_2023_3723,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,3723,19.5,18.2,17.8,16.5,15.1,14.7
income_tax_mtwoholders_disab_c_01_05_2023_3831,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,3831,20.5,19.4,18.8,17.4,17.1,15.7
income_tax_mtwoholders_disab_c_01_05_2023_4048,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,4048,21.5,20.4,20,18.4,18,16.7
income_tax_mtwoholders_disab_c_01_05_2023_4481,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,4481,22.9,21.9,21.5,20.1,19.5,18.1
income_tax_mtwoholders_disab_c_01_05_2023_4796,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,4796,23.9,22.8,22.4,21.1,20.7,20.1
income_tax_mtwoholders_disab_c_01_05_2023_5065,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,5065,24.9,23.8,23.4,22.1,21.7,21.3
income_tax_mtwoholders_disab_c_01_05_2023_5387,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,5387,25.9,24.8,24.4,23,22.6,22.2
income_tax_mtwoholders_disab_c_01_05_2023_5816,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,5816,26.9,25.8,25.4,24,23.6,23.2
income_tax_mtwoholders_disab_c_01_05_2023_6300,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,6300,28.3,27.2,26.9,25.5,25.1,24.7
income_tax_mtwoholders_disab_c_01_05_2023_6966,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,6966,29.7,28.9,28.7,27.5,27.3,27.1
income_tax_mtwoholders_disab_c_01_05_2023_7448,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,7448,30.7,30,29.6,28.5,28.3,28.1
income_tax_mtwoholders_disab_c_01_05_2023_8046,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,8046,31.7,31,30.8,29.4,29.3,29.1
income_tax_mtwoholders_disab_c_01_05_2023_8749,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,8749,32.6,31.9,31.8,30.6,30.2,30
income_tax_mtwoholders_disab_c_01_05_2023_9555,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,9555,33.6,32.9,32.7,31.6,31.4,31
income_tax_mtwoholders_disab_c_01_05_2023_10311,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,10311,35.1,34.4,34.2,33,32.8,32.6
income_tax_mtwoholders_disab_c_01_05_2023_12901,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,12901,36.1,35.4,35.2,34,33.8,33.6
income_tax_mtwoholders_disab_c_01_05_2023_9999999999,married_two_holders_pt,TRUE,c,2023-05-01,,,,,,,,,,9999999999,37,36.4,36.2,35,34.8,34.6
income_tax_762_i_c_01_07_2023,"not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0,0,,,0,I,no,FALSE,FALSE,762,,,,,,
"income_tax_886,57_i_c_01_07_2023","not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.145,0.145 * 2.3 * (1093.31 - R),,,0.067,I,no,FALSE,FALSE,886.57,,,,,,
"income_tax_932,14_i_c_01_07_2023","not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.21,0.21 * 1.3 * (1350.22 - R),,,0.088,I,no,FALSE,FALSE,932.14,,,,,,
"income_tax_999,14_i_c_01_07_2023","not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.21,114.14,,,0.096,I,no,FALSE,FALSE,999.14,,,,,,
"income_tax_1106,93_i_c_01_07_2023","not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.265,169.09,,,0.112,I,no,FALSE,FALSE,1106.93,,,,,,
"income_tax_1600,36_i_c_01_07_2023","not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.285,191.23,,,0.166,I,no,FALSE,FALSE,1600.36,,,,,,
"income_tax_1961,36_i_c_01_07_2023","not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.35,295.26,,,0.199,I,no,FALSE,FALSE,1961.36,,,,,,
"income_tax_2529,05_i_c_01_07_2023","not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.37,334.48,,,0.238,I,no,FALSE,FALSE,2529.05,,,,,,
"income_tax_3694,46_i_c_01_07_2023","not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.3872,377.86,,,0.285,I,no,FALSE,FALSE,3694.46,,,,,,
"income_tax_5469,9_i_c_01_07_2023","not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.4005,427.18,,,0.322,I,no,FALSE,FALSE,5469.9,,,,,,
"income_tax_6420,55_i_c_01_07_2023","not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.4272,573.22,,,0.338,I,no,FALSE,FALSE,6420.55,,,,,,
"income_tax_20064,21_i_c_01_07_2023","not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.4495,716.08,,,0.414,I,no,FALSE,FALSE,20064.21,,,,,,
income_tax_999999999_i_c_01_07_2023,"not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.4717,1162.51,,,,I,no,FALSE,FALSE,999999999,,,,,,
income_tax_762_ii_c_01_07_2023,not_married_pt,FALSE,c,2023-07-01,0,0,0,,0,II,with_one_or_more,FALSE,FALSE,762,,,,,,
"income_tax_886,57_ii_c_01_07_2023",not_married_pt,FALSE,c,2023-07-01,0.145,0.145 * 2.3 * (1114.71 - R),34.29,,0.021,II,with_one_or_more,FALSE,FALSE,886.57,,,,,,
"income_tax_932,14_ii_c_01_07_2023",not_married_pt,FALSE,c,2023-07-01,0.21,0.21 * 1.3 * (1376.37 - R),34.29,,0.043,II,with_one_or_more,FALSE,FALSE,932.14,,,,,,
"income_tax_999,14_ii_c_01_07_2023",not_married_pt,FALSE,c,2023-07-01,0.21,121.28,34.29,,0.054,II,with_one_or_more,FALSE,FALSE,999.14,,,,,,
"income_tax_1106,93_ii_c_01_07_2023",not_married_pt,FALSE,c,2023-07-01,0.265,176.23,34.29,,0.075,II,with_one_or_more,FALSE,FALSE,1106.93,,,,,,
"income_tax_1600,36_ii_c_01_07_2023",not_married_pt,FALSE,c,2023-07-01,0.285,198.37,34.29,,0.14,II,with_one_or_more,FALSE,FALSE,1600.36,,,,,,
"income_tax_1961,36_ii_c_01_07_2023",not_married_pt,FALSE,c,2023-07-01,0.35,302.39,34.29,,0.178,II,with_one_or_more,FALSE,FALSE,1961.36,,,,,,
"income_tax_2529,05_ii_c_01_07_2023",not_married_pt,FALSE,c,2023-07-01,0.37,341.62,34.29,,0.221,II,with_one_or_more,FALSE,FALSE,2529.05,,,,,,
"income_tax_3694,46_ii_c_01_07_2023",not_married_pt,FALSE,c,2023-07-01,0.3872,384.99,34.29,,0.274,II,with_one_or_more,FALSE,FALSE,3694.46,,,,,,
"income_tax_5469,9_ii_c_01_07_2023",not_married_pt,FALSE,c,2023-07-01,0.4005,434.32,34.29,,0.315,II,with_one_or_more,FALSE,FALSE,5469.9,,,,,,
"income_tax_6420,55_ii_c_01_07_2023",not_married_pt,FALSE,c,2023-07-01,0.4272,580.36,34.29,,0.331,II,with_one_or_more,FALSE,FALSE,6420.55,,,,,,
"income_tax_20064,21_ii_c_01_07_2023",not_married_pt,FALSE,c,2023-07-01,0.4495,723.22,34.29,,0.412,II,with_one_or_more,FALSE,FALSE,20064.21,,,,,,
income_tax_999999999_ii_c_01_07_2023,not_married_pt,FALSE,c,2023-07-01,0.4717,1169.65,34.29,,,II,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_762_iii_c_01_07_2023,married_two_holders_pt,FALSE,c,2023-07-01,0,0,0,,0,III,with_one_or_more,FALSE,FALSE,762,,,,,,
"income_tax_886,57_iii_c_01_07_2023",married_two_holders_pt,FALSE,c,2023-07-01,0.145,0.145 * 2.3 * (1093.30  - R),21.43,,0.043,III,with_one_or_more,FALSE,FALSE,886.57,,,,,,
"income_tax_932,14_iii_c_01_07_2023",married_two_holders_pt,FALSE,c,2023-07-01,0.21,0.21 * 1.3 * (1350.21  - R),21.43,,0.065,III,with_one_or_more,FALSE,FALSE,932.14,,,,,,
"income_tax_999,14_iii_c_01_07_2023",married_two_holders_pt,FALSE,c,2023-07-01,0.21,114.14,21.43,,0.074,III,with_one_or_more,FALSE,FALSE,999.14,,,,,,
"income_tax_1106,93_iii_c_01_07_2023",married_two_holders_pt,FALSE,c,2023-07-01,0.265,169.09,21.43,,0.093,III,with_one_or_more,FALSE,FALSE,1106.93,,,,,,
"income_tax_1600,36_iii_c_01_07_2023",married_two_holders_pt,FALSE,c,2023-07-01,0.285,191.23,21.43,,0.152,III,with_one_or_more,FALSE,FALSE,1600.36,,,,,,
"income_tax_1961,36_iii_c_01_07_2023",married_two_holders_pt,FALSE,c,2023-07-01,0.35,295.25,21.43,,0.189,III,with_one_or_more,FALSE,FALSE,1961.36,,,,,,
"income_tax_2529,05_iii_c_01_07_2023",married_two_holders_pt,FALSE,c,2023-07-01,0.37,334.48,21.43,,0.229,III,with_one_or_more,FALSE,FALSE,2529.05,,,,,,
"income_tax_3694,46_iii_c_01_07_2023",married_two_holders_pt,FALSE,c,2023-07-01,0.3872,377.85,21.43,,0.279,III,with_one_or_more,FALSE,FALSE,3694.46,,,,,,
"income_tax_5469,9_iii_c_01_07_2023",married_two_holders_pt,FALSE,c,2023-07-01,0.4005,427.18,21.43,,0.318,III,with_one_or_more,FALSE,FALSE,5469.9,,,,,,
"income_tax_6420,55_iii_c_01_07_2023",married_two_holders_pt,FALSE,c,2023-07-01,0.4272,573.22,21.43,,0.335,III,with_one_or_more,FALSE,FALSE,6420.55,,,,,,
"income_tax_20064,21_iii_c_01_07_2023",married_two_holders_pt,FALSE,c,2023-07-01,0.4495,716.08,21.43,,0.413,III,with_one_or_more,FALSE,FALSE,20064.21,,,,,,
income_tax_999999999_iii_c_01_07_2023,married_two_holders_pt,FALSE,c,2023-07-01,0.4717,1162.51,21.43,,,III,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_762_iv_c_01_07_2023,married_one_holder_pt,FALSE,c,2023-07-01,0,0,,,0,IV,no,FALSE,FALSE,762,,,,,,
"income_tax_886,57_iv_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.145,0.145 * 2.3 * (1153.28  - R),,,0.045,IV,no,FALSE,FALSE,886.57,,,,,,
"income_tax_932,14_iv_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.145,0.145 * 1.883 * (1212.39  - R),,,0.063,IV,no,FALSE,FALSE,932.14,,,,,,
"income_tax_1027,71_iv_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.145,76.51,,,0.071,IV,no,FALSE,FALSE,1027.71,,,,,,
"income_tax_1278,36_iv_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.1593,91.2,,,0.088,IV,no,FALSE,FALSE,1278.36,,,,,,
"income_tax_1700,36_iv_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.21,156.03,,,0.118,IV,no,FALSE,FALSE,1700.36,,,,,,
"income_tax_1961,36_iv_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.2468,218.66,,,0.135,IV,no,FALSE,FALSE,1961.36,,,,,,
"income_tax_2529,05_iv_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.2758,275.52,,,0.167,IV,no,FALSE,FALSE,2529.05,,,,,,
"income_tax_3694,46_iv_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.298,331.54,,,0.208,IV,no,FALSE,FALSE,3694.46,,,,,,
"income_tax_6327,05_iv_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.3311,453.94,,,0.259,IV,no,FALSE,FALSE,6327.05,,,,,,
"income_tax_6420,55_iv_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.3872,808.52,,,0.261,IV,no,FALSE,FALSE,6420.55,,,,,,
"income_tax_20064,21_iv_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.4251,1052.4,,,0.373,IV,no,FALSE,FALSE,20064.21,,,,,,
income_tax_999999999_iv_c_01_07_2023,married_one_holder_pt,FALSE,c,2023-07-01,0.4717,1986.71,,,,IV,no,FALSE,FALSE,999999999,,,,,,
income_tax_762_v_c_01_07_2023,married_one_holder_pt,FALSE,c,2023-07-01,0,0,0,,0,V,with_one_or_more,FALSE,FALSE,762,,,,,,
"income_tax_886,57_v_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.145,0.145 * 2.3 * (1146.84  - R),42.86,,0,V,with_one_or_more,FALSE,FALSE,886.57,,,,,,
"income_tax_932,14_v_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.145,0.145 * 1.883 * (1204.55  - R),42.86,,0.019,V,with_one_or_more,FALSE,FALSE,932.14,,,,,,
"income_tax_999,14_v_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.145,74.37,42.86,,0.028,V,with_one_or_more,FALSE,FALSE,999.14,,,,,,
"income_tax_1106,93_v_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.1593,88.64,42.86,,0.041,V,with_one_or_more,FALSE,FALSE,1106.93,,,,,,
"income_tax_1600,36_v_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.21,144.78,42.86,,0.093,V,with_one_or_more,FALSE,FALSE,1600.36,,,,,,
"income_tax_1961,36_v_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.2468,203.73,42.86,,0.121,V,with_one_or_more,FALSE,FALSE,1961.36,,,,,,
"income_tax_2529,05_v_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.2758,260.59,42.86,,0.156,V,with_one_or_more,FALSE,FALSE,2529.05,,,,,,
"income_tax_3694,46_v_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.298,316.61,42.86,,0.201,V,with_one_or_more,FALSE,FALSE,3694.46,,,,,,
"income_tax_5469,9_v_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.3311,439.01,42.86,,0.243,V,with_one_or_more,FALSE,FALSE,5469.9,,,,,,
"income_tax_6420,55_v_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.3872,745.55,42.86,,0.264,V,with_one_or_more,FALSE,FALSE,6420.55,,,,,,
"income_tax_20064,21_v_c_01_07_2023",married_one_holder_pt,FALSE,c,2023-07-01,0.4251,989.43,42.86,,0.374,V,with_one_or_more,FALSE,FALSE,20064.21,,,,,,
income_tax_999999999_v_c_01_07_2023,married_one_holder_pt,FALSE,c,2023-07-01,0.4717,1923.74,42.86,,,V,with_one_or_more,FALSE,FALSE,999999999,,,,,,
"income_tax_1519,41_vi_c_01_07_2023","not_married_pt,married_two_holders_pt",TRUE,c,2023-07-01,0,0,,,0,VI,no,FALSE,FALSE,1519.41,,,,,,
"income_tax_1971,21_vi_c_01_07_2023","not_married_pt,married_two_holders_pt",TRUE,c,2023-07-01,0.265,402.64,,,0.061,VI,no,FALSE,FALSE,1971.21,,,,,,
"income_tax_2093,21_vi_c_01_07_2023","not_married_pt,married_two_holders_pt",TRUE,c,2023-07-01,0.285,442.07,,,0.074,VI,no,FALSE,FALSE,2093.21,,,,,,
"income_tax_2354,21_vi_c_01_07_2023","not_married_pt,married_two_holders_pt",TRUE,c,2023-07-01,0.35,578.13,,,0.104,VI,no,FALSE,FALSE,2354.21,,,,,,
"income_tax_4015,41_vi_c_01_07_2023","not_married_pt,married_two_holders_pt",TRUE,c,2023-07-01,0.37,625.21,,,0.214,VI,no,FALSE,FALSE,4015.41,,,,,,
"income_tax_4252,25_vi_c_01_07_2023","not_married_pt,married_two_holders_pt",TRUE,c,2023-07-01,0.3872,694.08,,,0.224,VI,no,FALSE,FALSE,4252.25,,,,,,
"income_tax_6527,69_vi_c_01_07_2023","not_married_pt,married_two_holders_pt",TRUE,c,2023-07-01,0.4005,750.84,,,0.285,VI,no,FALSE,FALSE,6527.69,,,,,,
"income_tax_6621,19_vi_c_01_07_2023","not_married_pt,married_two_holders_pt",TRUE,c,2023-07-01,0.4272,925.13,,,0.287,VI,no,FALSE,FALSE,6621.19,,,,,,
"income_tax_20264,85_vi_c_01_07_2023","not_married_pt,married_two_holders_pt",TRUE,c,2023-07-01,0.4495,1072.45,,,0.397,VI,no,FALSE,FALSE,20264.85,,,,,,
income_tax_999999999_vi_c_01_07_2023,"not_married_pt,married_two_holders_pt",TRUE,c,2023-07-01,0.4717,1523.35,,,,VI,no,FALSE,FALSE,999999999,,,,,,
"income_tax_1677,09_vii_c_01_07_2023",not_married_pt,TRUE,c,2023-07-01,0,0,0,,0,VII,with_one_or_more,FALSE,FALSE,1677.09,,,,,,
"income_tax_2042,64_vii_c_01_07_2023",not_married_pt,TRUE,c,2023-07-01,0.265,401.57,42.86,,0.047,VII,with_one_or_more,FALSE,FALSE,2042.64,,,,,,
"income_tax_2307,5_vii_c_01_07_2023",not_married_pt,TRUE,c,2023-07-01,0.285,442.42,42.86,,0.075,VII,with_one_or_more,FALSE,FALSE,2307.5,,,,,,
"income_tax_2425,64_vii_c_01_07_2023",not_married_pt,TRUE,c,2023-07-01,0.35,592.41,42.86,,0.088,VII,with_one_or_more,FALSE,FALSE,2425.64,,,,,,
"income_tax_3743,98_vii_c_01_07_2023",not_married_pt,TRUE,c,2023-07-01,0.37,640.92,42.86,,0.187,VII,with_one_or_more,FALSE,FALSE,3743.98,,,,,,
"income_tax_4252,25_vii_c_01_07_2023",not_married_pt,TRUE,c,2023-07-01,0.3872,705.13,42.86,,0.211,VII,with_one_or_more,FALSE,FALSE,4252.25,,,,,,
"income_tax_6527,69_vii_c_01_07_2023",not_married_pt,TRUE,c,2023-07-01,0.4005,761.9,42.86,,0.277,VII,with_one_or_more,FALSE,FALSE,6527.69,,,,,,
"income_tax_6621,19_vii_c_01_07_2023",not_married_pt,TRUE,c,2023-07-01,0.4272,936.19,42.86,,0.279,VII,with_one_or_more,FALSE,FALSE,6621.19,,,,,,
"income_tax_20264,85_vii_c_01_07_2023",not_married_pt,TRUE,c,2023-07-01,0.4495,1083.51,42.86,,0.394,VII,with_one_or_more,FALSE,FALSE,20264.85,,,,,,
income_tax_999999999_vii_c_01_07_2023,not_married_pt,TRUE,c,2023-07-01,0.4717,1534.4,42.86,,,VII,with_one_or_more,FALSE,FALSE,999999999,,,,,,
"income_tax_1574,66_viii_c_01_07_2023",married_two_holders_pt,TRUE,c,2023-07-01,0,0,0,,0,VIII,with_one_or_more,FALSE,FALSE,1574.66,,,,,,
"income_tax_2185,5_viii_c_01_07_2023",married_two_holders_pt,TRUE,c,2023-07-01,0.265,395.86,21.43,,0.074,VIII,with_one_or_more,FALSE,FALSE,2185.5,,,,,,
"income_tax_2307,5_viii_c_01_07_2023",married_two_holders_pt,TRUE,c,2023-07-01,0.285,439.57,21.43,,0.085,VIII,with_one_or_more,FALSE,FALSE,2307.5,,,,,,
"income_tax_2354,21_viii_c_01_07_2023",married_two_holders_pt,TRUE,c,2023-07-01,0.35,589.55,21.43,,0.09,VIII,with_one_or_more,FALSE,FALSE,2354.21,,,,,,
"income_tax_3301,12_viii_c_01_07_2023",married_two_holders_pt,TRUE,c,2023-07-01,0.37,636.64,21.43,,0.171,VIII,with_one_or_more,FALSE,FALSE,3301.12,,,,,,
"income_tax_4252,25_viii_c_01_07_2023",married_two_holders_pt,TRUE,c,2023-07-01,0.3872,693.25,21.43,,0.219,VIII,with_one_or_more,FALSE,FALSE,4252.25,,,,,,
"income_tax_6527,69_viii_c_01_07_2023",married_two_holders_pt,TRUE,c,2023-07-01,0.4005,750.02,21.43,,0.282,VIII,with_one_or_more,FALSE,FALSE,6527.69,,,,,,
"income_tax_6621,19_viii_c_01_07_2023",married_two_holders_pt,TRUE,c,2023-07-01,0.4272,924.31,21.43,,0.284,VIII,with_one_or_more,FALSE,FALSE,6621.19,,,,,,
"income_tax_20264,85_viii_c_01_07_2023",married_two_holders_pt,TRUE,c,2023-07-01,0.4495,1071.63,21.43,,0.396,VIII,with_one_or_more,FALSE,FALSE,20264.85,,,,,,
income_tax_999999999_viii_c_01_07_2023,married_two_holders_pt,TRUE,c,2023-07-01,0.4717,1522.52,21.43,,,VIII,with_one_or_more,FALSE,FALSE,999999999,,,,,,
"income_tax_1779,19_ix_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0,0,,,0,IX,no,FALSE,FALSE,1779.19,,,,,,
"income_tax_2664,64_ix_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.21,373.63,,,0.07,IX,no,FALSE,FALSE,2664.64,,,,,,
"income_tax_2818,5_ix_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.2468,471.79,,,0.079,IX,no,FALSE,FALSE,2818.5,,,,,,
"income_tax_3051,12_ix_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.2758,553.49,,,0.094,IX,no,FALSE,FALSE,3051.12,,,,,,
"income_tax_3395,1_ix_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.298,621.08,,,0.115,IX,no,FALSE,FALSE,3395.1,,,,,,
"income_tax_6527,69_ix_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.3311,733.56,,,0.219,IX,no,FALSE,FALSE,6527.69,,,,,,
"income_tax_6621,19_ix_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.3872,1099.39,,,0.221,IX,no,FALSE,FALSE,6621.19,,,,,,
"income_tax_20264,85_ix_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.4251,1350.89,,,0.358,IX,no,FALSE,FALSE,20264.85,,,,,,
income_tax_999999999_ix_c_01_07_2023,married_one_holder_pt,TRUE,c,2023-07-01,0.4717,2294.54,,,,IX,no,FALSE,FALSE,999999999,,,,,,
"income_tax_1881,23_x_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0,0,0,,0,X,with_one_or_more,FALSE,FALSE,1881.23,,,,,,
"income_tax_2664,64_x_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.21,352.2,42.86,,0.062,X,with_one_or_more,FALSE,FALSE,2664.64,,,,,,
"income_tax_2818,5_x_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.2468,450.36,42.86,,0.072,X,with_one_or_more,FALSE,FALSE,2818.5,,,,,,
"income_tax_3051,12_x_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.2758,532.06,42.86,,0.087,X,with_one_or_more,FALSE,FALSE,3051.12,,,,,,
"income_tax_3395,1_x_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.298,599.65,42.86,,0.109,X,with_one_or_more,FALSE,FALSE,3395.1,,,,,,
"income_tax_6527,69_x_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.3311,712.13,42.86,,0.215,X,with_one_or_more,FALSE,FALSE,6527.69,,,,,,
"income_tax_6621,19_x_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.3872,1077.96,42.86,,0.218,X,with_one_or_more,FALSE,FALSE,6621.19,,,,,,
"income_tax_20264,85_x_c_01_07_2023",married_one_holder_pt,TRUE,c,2023-07-01,0.4251,1329.46,42.86,,0.357,X,with_one_or_more,FALSE,FALSE,20264.85,,,,,,
income_tax_999999999_x_c_01_07_2023,married_one_holder_pt,TRUE,c,2023-07-01,0.4717,2273.11,42.86,,,X,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_762_xi_c_01_07_2023,"not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0,0,,,0,XI,no,FALSE,TRUE,762,,,,,,
"income_tax_886,57_xi_c_01_07_2023","not_married_pt,married_two_holders_pt",FALSE,c,2023-07-01,0.145,0.145 * 2.3 * (1136.14  - R),,,0.051,XI,no,FALSE,TRUE,886.57,,,,,,
