id,name,code
hr_profession_75140,"Conserveiro de frutas, legumes e similares",75140
hr_profession_75150,"Provadores e classificadores, de alimentos e bebidas",75150
hr_profession_75160,"Preparador e transformador, de tabaco e seus produtos ",75160
hr_profession_75211,Trabalhador do tratamento da madeira,75211
hr_profession_75212,Trabalhador do tratamento da cortiça,75212
hr_profession_75221,Marceneiro,75221
hr_profession_75222,"Tanoeiro, embutidor e outros similares a marceneiro ",75222
hr_profession_75231,Operador de máquinas e de equipamentos para trabalhar madeira,75231
hr_profession_75232,Operador de máquinas e de equipamentos para trabalhar  cortiça,75232
hr_profession_75311,Alfaiate e costureiro,75311
hr_profession_75312,Peleiro,75312
hr_profession_75313,Chapeleiro,75313
hr_profession_75321,Riscador de moldes e cortador de tecidos,75321
hr_profession_75322,"Riscador de moldes e cortador, de couros e similares",75322
hr_profession_75331,Bordador,75331
hr_profession_75332,Trabalhador de costura e similares,75332
hr_profession_75341,Estofador,75341
hr_profession_75342,Colchoeiro,75342
hr_profession_75343,Outros trabalhadores similares a estofador,75343
hr_profession_75351,Curtidor de peles,75351
hr_profession_75352,Preparador e acabador de peles,75352
hr_profession_75361,Sapateiro,75361
hr_profession_75362,Maleiro,75362
hr_profession_75363,Correeiro,75363
hr_profession_75364,Albardeiro e similares,75364
hr_profession_75410,Mergulhador,75410
hr_profession_75420,Carregador de fogo e dinamitador,75420
hr_profession_75430,Calibrador e verificador de produtos (excepto alimentos e bebidas),75430
hr_profession_75440,"Fumigador e outros controladores, de pragas e ervas daninhas",75440
hr_profession_75491,Trabalhador de vidro de óptica,75491
hr_profession_75492,Salineiro,75492
hr_profession_75493,Trabalhador de fabrico de foguetes (fogueteiro),75493
hr_profession_75494,"Trabalhador de outros ofícios diversos, n.e.",75494
hr_profession_81111,Mineiro,81111
hr_profession_81112,Trabalhador das pedreiras,81112
hr_profession_81121,Operador de instalações de processamento de minérios,81121
hr_profession_81122,Operador de instalações de processamento de rochas,81122
hr_profession_81130,"Perfurador de poços, sondador e similares",81130
hr_profession_81141,Operador de máquinas para trabalhar o cimento,81141
hr_profession_81142,Operador de máquinas para trabalhar a pedra,81142
hr_profession_81143,Operador de máquinas para trabalhar outros minerais,81143
hr_profession_81211,Operador de instalações de fornos e de primeira transformação de metais,81211
hr_profession_81212,"Operador de instalações de fornos de segunda fusão, vazadores e laminadores, de metais ",81212
hr_profession_81213,Operador de instalações de tratamento térmico de metais,81213
hr_profession_81214,Operador de instalações de trefilagem e estiragem,81214
hr_profession_81220,"Operador de máquinas de revestimento, metalização e acabamento de metais",81220
hr_profession_81311,Operador de instalações e máquinas para moagem de substâncias químicas,81311
hr_profession_81312,Operador de instalações e máquinas para tratamento térmico de produtos químicos,81312
hr_profession_81313,"Operador de instalações e máquinas, para filtragem e separação química",81313
hr_profession_81314,"Operador de instalações e máquinas, para reacção e verificação de produtos químicos ",81314
hr_profession_81315,"Operador de instalações e máquinas, para petróleo e gás",81315
hr_profession_81316,Operador de instalações e máquinas para outros tratamentos químicos,81316
hr_profession_81320,Operador de máquinas para o fabrico de produtos fotográficos,81320
hr_profession_81410,Operador de máquinas para o fabrico de produtos de borracha,81410
hr_profession_81420,Operador de máquinas para o fabrico de produtos de matérias plásticas,81420
hr_profession_81430,Operador de máquinas para o fabrico de produtos de papel,81430
hr_profession_81510,"Operador de máquinas para preparar, fiar e bobinar, fibras têxteis ",81510
hr_profession_81520,Operador de máquinas de tecer e tricotar,81520
hr_profession_81530,Operador de máquinas de costura,81530
hr_profession_81540,"Operador de máquinas de branquear, tingir e limpar, tecidos e outros têxteis",81540
hr_profession_81550,Operador de máquinas para preparar peles com pêlo e couro,81550
hr_profession_81560,Operador de máquinas de fabrico de calçado e similares,81560
hr_profession_81570,Operador de máquinas de lavandaria,81570
hr_profession_81590,"Outros operadores de máquinas para o fabrico de produtos têxteis, de pele com pêlo e couro",81590
hr_profession_81601,Operador de máquinas de preparação de carne e peixe,81601
hr_profession_81602,Operador de máquinas de fabrico de produtos lácteos,81602
hr_profession_81603,"Operador de máquinas de moagem de cereais, de transformação de arroz e de fabricação de rações",81603
hr_profession_81604,"Operador de máquinas de produtos de padaria, de pastelaria, de confeitaria e de massas alimentícias ",81604
hr_profession_81605,"Operador de máquinas de tratamento de frutos, legumes, fabrico de azeite, óleos alimentares e margarinas ",81605
hr_profession_81606,Operador de máquinas de produção e refinação de açúcar,81606
hr_profession_81607,"Operador de máquinas para preparação de chá, café e cacau",81607
hr_profession_81608,Operador de máquinas para preparação de vinhos e outras bebidas,81608
hr_profession_81609,Operador de máquinas para o fabrico do tabaco,81609
hr_profession_81710,Operador de instalações para o fabrico de pasta de papel e de papel,81710
hr_profession_81720,Operador de instalações para o trabalho da madeira e cortiça,81720
hr_profession_81811,Operador de instalações para o fabrico de vidro,81811
hr_profession_81812,Operador de instalações para o fabrico de produtos cerâmicos,81812
hr_profession_81820,Operador de máquinas a vapor e caldeiras,81820
hr_profession_81830,"Operador de máquinas de embalar, encher e rotular",81830
hr_profession_81891,"Operador de máquinas para corte, soldadura, isolamento, fabrico e enrolamento de cablagens",81891
hr_profession_81892,"Operador de máquinas para fabrico de molas para estofos, colchões, veículos automóveis ou outros fins",81892
hr_profession_81893,Operador de máquinas para fabrico de produtos de arame,81893
hr_profession_81894,"Outros operadores de instalações fixas e de máquinas, diversas, n.e",81894
hr_profession_82110,Montador de maquinaria mecânica,82110
hr_profession_82120,Montador de equipamentos eléctricos e electrónicos,82120
hr_profession_82190,Outros trabalhadores da montagem,82190
hr_profession_83110,Maquinista de locomotivas,83110
hr_profession_83120,"Guarda-freios, agulheiro e agente de manobras de caminhos-de-ferro",83120
hr_profession_83210,Condutor de motociclos,83210
hr_profession_83221,Motorista de táxis,83221
hr_profession_83222,Motorista de automóveis ligeiros e carrinhas,83222
hr_profession_83311,Motorista de autocarros,83311
hr_profession_83312,Guarda-freio de eléctrico,83312
hr_profession_83320,Motorista de veículos pesados de mercadorias,83320
hr_profession_83410,"Operador de máquinas agrícolas e florestais, móveis",83410
hr_profession_83420,"Operador de máquinas de escavação, terraplenagem e similares",83420
hr_profession_83430,"Operador de gruas, guindastes e similares",83430
hr_profession_83440,Operador de empilhadores,83440
hr_profession_83500,Tripulação de convés de navios e similares,83500
hr_profession_91110,Trabalhador de limpeza em casas particulares,91110
hr_profession_91120,"Trabalhador de limpeza em escritórios, hotéis e outros estabelecimentos ",91120
hr_profession_91210,Lavadeiro e engomador de roupa,91210
hr_profession_91220,Lavador de veículos,91220
hr_profession_91230,Lavador de janelas,91230
hr_profession_91290,Outro trabalhador de limpeza manual,91290
hr_profession_92110,Trabalhador não qualificado da agricultura (exclui horticultura e floricultura),92110
hr_profession_92120,Trabalhador não qualificado da produção animal,92120
hr_profession_92130,Trabalhador não qualificado da agricultura e produção animal combinadas,92130
hr_profession_92140,Trabalhador não qualificado da floricultura e horticultura,92140
hr_profession_92150,Trabalhador não qualificado da floresta,92150
hr_profession_92161,Trabalhador não qualificado da pesca,92161
hr_profession_92162,Trabalhador não qualificado da aquicultura,92162
hr_profession_93111,Trabalhador não qualificado das minas,93111
hr_profession_93112,Trabalhador não qualificado das pedreiras,93112
hr_profession_93120,Trabalhador não qualificado de engenharia civil,93120
hr_profession_93130,Trabalhador não qualificado da construção de edifícios,93130
hr_profession_93210,Embalador manual da indústria transformadora,93210
hr_profession_93290,Outros trabalhadores não qualificados da indústria transformadora,93290
hr_profession_93310,Condutor de veículos accionados à mão ou ao pé,93310
hr_profession_93320,Condutor de veículos de tracção animal,93320
hr_profession_93330,Carregadores e descarregadores não qualificados de mercadorias,93330
hr_profession_93340,Repositor de produtos em prateleiras,93340
hr_profession_94110,Preparador de refeições rápidas,94110
hr_profession_94120,Ajudante de cozinha,94120
hr_profession_95100,Prestador de serviços na rua,95100
hr_profession_95200,Vendedor ambulante (excepto de alimentos),95200
hr_profession_96110,Trabalhador da recolha de resíduos,96110
hr_profession_96120,Trabalhador da triagem de resíduos,96120
hr_profession_96131,Cantoneiro de limpeza,96131
hr_profession_96132,Empregado de lavabos e similares,96132
hr_profession_96211,Estafeta,96211
hr_profession_96212,Bagageiro,96212
hr_profession_96213,Auxiliar de apoio administrativo (contínuo),96213
hr_profession_96214,Distribuidor de mercadorias e similares,96214
hr_profession_96221,Colocador de anúncios (montador de anúncios),96221
hr_profession_96222,Outros trabalhadores polivalentes,96222
hr_profession_96231,Leitor de contadores,96231
hr_profession_96232,"Colector de dinheiro em máquinas de venda automática, parquímetros e similares",96232
hr_profession_96240,Carregador de água e apanhador de lenha,96240
hr_profession_96291,Coveiro,96291
hr_profession_96292,"Outras profissões elementares diversas, n.e.",96292
